organoid_id,Preneurogenic_OV,RPC,RPC_Proliferating1,RPC_Proliferating2,Retina
BMP:SU5402:CHIR.D8.PLATE3,0.05,0.75,0.06,0.06,0.08
BMP:SU5402:CHIR.D9.PLATE3,0.059516429014259145,0.5874147551146931,0.1624302541847489,0.08803471791692498,0.10260384376937384
CONTROL.A1.PLATE1,0.06545454545454546,0.8454545454545455,0.03272727272727273,0.016363636363636365,0.04
CONTROL.A10.PLATE1,0.037037037037037035,0.8148148148148148,0.04938271604938271,0.04938271604938271,0.04938271604938271
CONTROL.A11.PLATE1,0.03064066852367688,0.7646239554317549,0.0745125348189415,0.059192200557103065,0.07103064066852367
CONTROL.A12.PLATE1,0.06542056074766354,0.8037383177570093,0.04672897196261682,0.04672897196261682,0.037383177570093455
CONTROL.A2.PLATE1,0.04885654885654886,0.8097713097713097,0.06652806652806653,0.034303534303534305,0.04054054054054054
CONTROL.A3.PLATE1,0.06067961165048544,0.7621359223300971,0.0970873786407767,0.04854368932038835,0.03155339805825243
CONTROL.A4.PLATE1,0.1090146750524109,0.7148846960167715,0.1111111111111111,0.016771488469601678,0.04821802935010482
CONTROL.A6.PLATE1,0.041390728476821195,0.7963576158940397,0.054635761589403975,0.061258278145695365,0.046357615894039736
CONTROL.A7.PLATE1,0.06711409395973154,0.7785234899328859,0.040268456375838924,0.03355704697986577,0.08053691275167785
CONTROL.A8.PLATE1,0.08021390374331551,0.7700534759358288,0.06951871657754011,0.03208556149732621,0.0481283422459893
CONTROL.A9.PLATE1,0.08875739644970414,0.7751479289940828,0.07100591715976332,0.03353057199211045,0.03155818540433925
CONTROL.B1.PLATE1,0.09398496240601503,0.7481203007518797,0.08646616541353383,0.04887218045112782,0.022556390977443608
